Flux1,Flux2,Flux3,Flux4,Flux5,Flux6,Flux7,Flux8,Flux9,Flux10,Flux11,Flux12,Time,Depths,Mstats
1.0505013209217489,1.0505013209217489,1.0505013209217489,1.0505013209217489,1.0505013209217489,1.0505013209217489,1.0505013209217489,1.0505013209217489,1.0505013209217489,1.0505013209217489,1.0505013209217489,1.0505013209217489,0.0,0.014784698840577204,1.4768531043429205
1.0289398784373291,1.0289398784373291,1.0289398784373291,1.0289398784373291,1.0289398784373291,1.0289398784373291,1.0289398784373291,1.0289398784373291,1.0289398784373291,1.0289398784373291,1.0289398784373291,1.0289398784373291,0.020833886321270256,0.0498872495324445,1.4814253746178796
1.016522185846204,1.016522185846204,1.016522185846204,1.016522185846204,1.016522185846204,1.016522185846204,1.016522185846204,1.016522185846204,1.016522185846204,1.016522185846204,1.016522185846204,1.016522185846204,0.041667771521588286,0.11218289057336794,1.4844733360239473
1.0107773765326735,1.0107773765326735,1.0107773765326735,1.0107773765326735,1.0107773765326735,1.0107773765326735,1.0107773765326735,1.0107773765326735,1.0107773765326735,1.0107773765326735,1.0107773765326735,1.0107773765326735,0.06250165578057931,0.18268455285175045,1.4857698237158898
1.0083893631646017,1.0083893631646017,1.0083893631646017,1.0083893631646017,1.0083893631646017,1.0083893631646017,1.0083893631646017,1.0083893631646017,1.0083893631646017,1.0083893631646017,1.0083893631646017,1.0083893631646017,0.08333553928446236,0.2740711418888629,1.4837065446695212
1.013769582441884,1.013769582441884,1.013769582441884,1.013769582441884,1.013769582441884,1.013769582441884,1.013769582441884,1.013769582441884,1.013769582441884,1.013769582441884,1.013769582441884,1.013769582441884,0.10416942222059332,0.3808730091985089,1.479160481112517
1.0170186772330805,1.0170186772330805,1.0170186772330805,1.0170186772330805,1.0170186772330805,1.0170186772330805,1.0170186772330805,1.0170186772330805,1.0170186772330805,1.0170186772330805,1.0170186772330805,1.0170186772330805,0.1250033047801935,0.5002717345785183,1.4671951859569021
1.0189759926487982,1.0189759926487982,1.0189759926487982,1.0189759926487982,1.0189759926487982,1.0189759926487982,1.0189759926487982,1.0189759926487982,1.0189759926487982,1.0189759926487982,1.0189759926487982,1.0189759926487982,0.1458371871487998,0.6089956984761621,1.443755411917944
1.0226520605603715,1.0226520605603715,1.0226520605603715,1.0226520605603715,1.0226520605603715,1.0226520605603715,1.0226520605603715,1.0226520605603715,1.0226520605603715,1.0226520605603715,1.0226520605603715,1.0226520605603715,0.1666710695042184,0.7282029000597509,1.3866037851708766
1.021504079057122,1.021504079057122,1.021504079057122,1.021504079057122,1.021504079057122,1.021504079057122,1.021504079057122,1.021504079057122,1.021504079057122,1.021504079057122,1.021504079057122,1.021504079057122,0.18750495201925327,0.7776739002982724,1.2329615969633982
1.0174380165604089,1.0174380165604089,1.0174380165604089,1.0174380165604089,1.0174380165604089,1.0174380165604089,1.0174380165604089,1.0174380165604089,1.0174380165604089,1.0174380165604089,1.0174380165604089,1.0174380165604089,0.2083388348512472,0.7776739002982724,0.5442876291894106
1.01988998530632,1.01988998530632,1.01988998530632,1.01988998530632,1.01988998530632,1.01988998530632,1.01988998530632,1.01988998530632,1.01988998530632,1.01988998530632,1.01988998530632,1.01988998530632,0.2291727181418537,0.7776739002982724,0.1302364444434861
1.0177087493945216,1.0177087493945216,1.0177087493945216,1.0177087493945216,1.0177087493945216,1.0177087493945216,1.0177087493945216,1.0177087493945216,1.0177087493945216,1.0177087493945216,1.0177087493945216,1.0177087493945216,0.2500066020181748,,
1.0169303354332841,1.0169303354332841,1.0169303354332841,1.0169303354332841,1.0169303354332841,1.0169303354332841,1.0169303354332841,1.0169303354332841,1.0169303354332841,1.0169303354332841,1.0169303354332841,1.0169303354332841,0.27084048658298343,,
1.0214185048938726,1.0214185048938726,1.0214185048938726,1.0214185048938726,1.0214185048938726,1.0214185048938726,1.0214185048938726,1.0214185048938726,1.0214185048938726,1.0214185048938726,1.0214185048938726,1.0214185048938726,0.3125082581002516,,
1.0227391174607572,1.0227391174607572,1.0227391174607572,1.0227391174607572,1.0227391174607572,1.0227391174607572,1.0227391174607572,1.0227391174607572,1.0227391174607572,1.0227391174607572,1.0227391174607572,1.0227391174607572,0.333342145149345,,
1.018748654853527,1.018748654853527,1.018748654853527,1.018748654853527,1.018748654853527,1.018748654853527,1.018748654853527,1.018748654853527,1.018748654853527,1.018748654853527,1.018748654853527,1.018748654853527,0.3541760330840589,,
1.0189516922990425,1.0189516922990425,1.0189516922990425,1.0189516922990425,1.0189516922990425,1.0189516922990425,1.0189516922990425,1.0189516922990425,1.0189516922990425,1.0189516922990425,1.0189516922990425,1.0189516922990425,0.39584381153531467,,
1.017536415338184,1.017536415338184,1.017536415338184,1.017536415338184,1.017536415338184,1.017536415338184,1.017536415338184,1.017536415338184,1.017536415338184,1.017536415338184,1.017536415338184,1.017536415338184,0.4166777019547681,,
1.0592302730041416,1.0592302730041416,1.0592302730041416,1.0592302730041416,1.0592302730041416,1.0592302730041416,1.0592302730041416,1.0592302730041416,1.0592302730041416,1.0592302730041416,1.0592302730041416,1.0592302730041416,0.7083521732174631,,
1.053528008375224,1.053528008375224,1.053528008375224,1.053528008375224,1.053528008375224,1.053528008375224,1.053528008375224,1.053528008375224,1.053528008375224,1.053528008375224,1.053528008375224,1.053528008375224,0.7291860575785449,,
1.0459224319074345,1.0459224319074345,1.0459224319074345,1.0459224319074345,1.0459224319074345,1.0459224319074345,1.0459224319074345,1.0459224319074345,1.0459224319074345,1.0459224319074345,1.0459224319074345,1.0459224319074345,0.7500199402286398,,
1.0393646113064487,1.0393646113064487,1.0393646113064487,1.0393646113064487,1.0393646113064487,1.0393646113064487,1.0393646113064487,1.0393646113064487,1.0393646113064487,1.0393646113064487,1.0393646113064487,1.0393646113064487,0.7708538210613369,,
1.031144824594988,1.031144824594988,1.031144824594988,1.031144824594988,1.031144824594988,1.031144824594988,1.031144824594988,1.031144824594988,1.031144824594988,1.031144824594988,1.031144824594988,1.031144824594988,0.7916876999950091,,
1.0287713384173245,1.0287713384173245,1.0287713384173245,1.0287713384173245,1.0287713384173245,1.0287713384173245,1.0287713384173245,1.0287713384173245,1.0287713384173245,1.0287713384173245,1.0287713384173245,1.0287713384173245,0.812521576969857,,
1.0240008490165915,1.0240008490165915,1.0240008490165915,1.0240008490165915,1.0240008490165915,1.0240008490165915,1.0240008490165915,1.0240008490165915,1.0240008490165915,1.0240008490165915,1.0240008490165915,1.0240008490165915,0.8333554519497284,,
1.0213990925761596,1.0213990925761596,1.0213990925761596,1.0213990925761596,1.0213990925761596,1.0213990925761596,1.0213990925761596,1.0213990925761596,1.0213990925761596,1.0213990925761596,1.0213990925761596,1.0213990925761596,0.8541893249237091,,
